;university_name;long;lat;periode;effectif
403;Istanbul University;28.9639;41.013;1961-1971;1
404;Istanbul University;28.9639;41.013;1971-2001;1
405;Italy;12.4833;43.0;1961-1971;1
406;Jagiellonian University;19.9328;50.0608;1771-1861;1
407;Jagiellonian University;19.9328;50.0608;1861-1901;1
408;Jagiellonian University;19.9328;50.0608;1921-1941;1
409;Jahangirnagar University;90.2671;23.8824;1951-1961;2
410;Jakarta;106.817;-6.2;1921-1941;1
411;James Cook University;146.758;-19.3278;1951-1961;1
412;Jamia Millia Islamia;77.2802;28.5616;1951-1961;1
413;Jan Długosz University;19.1159;50.8103;1971-2001;1
414;Jawaharlal Nehru University;77.1703;28.5458;1951-1961;2
415;Jawaharlal Nehru University;77.1703;28.5458;1961-1971;1
416;Jesus College, Cambridge;0.123333;52.2092;1921-1941;2
417;Jesus College, Oxford;-1.2569;51.7534;1921-1941;2
418;Jesus College, Oxford;-1.2569;51.7534;1961-1971;1
419;Johns Hopkins University;-76.6203;39.3289;1771-1861;1
420;Johns Hopkins University;-76.6203;39.3289;1861-1901;3
421;Johns Hopkins University;-76.6203;39.3289;1901-1921;1
422;Johns Hopkins University;-76.6203;39.3289;1921-1941;10
423;Johns Hopkins University;-76.6203;39.3289;1941-1951;4
424;Johns Hopkins University;-76.6203;39.3289;1951-1961;5
425;Johns Hopkins University;-76.6203;39.3289;1961-1971;2
426;Jorge Tadeo Lozano University;-74.0676;4.6067;1941-1951;1
427;Jorge Tadeo Lozano University;-74.0676;4.6067;1951-1961;1
428;Jönköping International Business School;14.162;57.7782;1961-1971;1
429;KU Leuven;4.7;50.878;1951-1961;1
430;Kakatiya University;79.5519;18.0281;1941-1951;1
431;Kalamazoo College;-85.601;42.29;1971-2001;1
432;Kansas State University;-96.5808;39.1917;1861-1901;1
433;Karlsruhe;8.40395;49.0092;1861-1901;1
434;Karlsruhe Institute of Technology;8.41167;49.0094;1861-1901;1
435;Karlsruhe Institute of Technology;8.41167;49.0094;1961-1971;1
436;Karlsruhe Institute of Technology;8.41167;49.0094;1971-2001;1
437;Kazan Federal University;49.1219;55.7907;1971-2001;1
438;Kazimierz Pułaski University of Technology and Humanities in Radom;21.1667;51.4;1951-1961;1
439;Keio University;139.743;35.6492;1941-1951;1
440;Kellogg School of Management;-87.6751;42.0504;1941-1951;1
441;Kellogg School of Management;-87.6751;42.0504;1951-1961;1
442;Kent State University College of Podiatric Medicine;-81.648;41.4006;1921-1941;1
443;Khalsa College, Amritsar;74.8356;31.6339;1921-1941;1
444;Kharkiv National University of Economics;36.2239;50.0139;1901-1921;1
445;Kielce University of Technology;20.64;50.8786;1951-1961;1
446;Kim Il-sung University;125.768;39.0581;1961-1971;1
447;King's College London;-0.116111;51.5119;1771-1861;1
448;King's College London;-0.116111;51.5119;1941-1951;1
449;King's College, Cambridge;0.1162;52.2043;1861-1901;3
450;King's College, Cambridge;0.1162;52.2043;1921-1941;4
451;King's College, Cambridge;0.1162;52.2043;1941-1951;5
452;King's College, Cambridge;0.1162;52.2043;1951-1961;1
453;King's College, Cambridge;0.1162;52.2043;1961-1971;3
454;Kraków University of Economics;19.9536;50.0683;1941-1951;1
455;Krannert School of Management;-86.9111;40.4237;1971-2001;1
456;Kyiv National Economic University;30.4408;50.4564;1921-1941;1
457;Kyiv National Economic University;30.4408;50.4564;1941-1951;1
458;Kyiv National Economic University;30.4408;50.4564;1971-2001;1
459;Kyiv National University of Trade and Economics;30.6381;50.4658;1971-2001;1
460;Kyoto University;135.781;35.0262;1921-1941;1
461;Kyoto University;135.781;35.0262;1941-1951;1
462;Kyoto University;135.781;35.0262;1951-1961;1
463;La Trobe University;145.048;-37.7218;1951-1961;1
464;Lady Margaret Hall, Oxford;-1.25404;51.7648;1941-1951;1
465;Lahore;74.3436;31.5497;1921-1941;1
466;Lahore University of Management Sciences;74.4111;31.47;1971-2001;1
467;Lancaster University;-2.78556;54.0103;1941-1951;1
468;Lawrenceville School;-74.7249;40.2941;1921-1941;1
469;Lehman College;-73.8939;40.8725;1941-1951;1
470;Leiden University;4.48695;52.1561;1771-1861;1
471;Leiden University;4.48695;52.1561;1901-1921;2
472;Leiden University;4.48695;52.1561;1921-1941;2
473;Leiden University;4.48695;52.1561;1941-1951;3
474;Leiden University;4.48695;52.1561;1951-1961;1
475;Leipzig University;12.3786;51.3389;1771-1861;1
476;Leipzig University;12.3786;51.3389;1901-1921;1
477;Linacre College, Oxford;-1.24984;51.7593;1961-1971;1
478;Lincoln College, Oxford;-1.25591;51.7533;1771-1861;1
479;Lincoln College, Oxford;-1.25591;51.7533;1961-1971;1
480;Lincoln University (Pennsylvania);-75.9278;39.8083;1961-1971;1
481;Lincoln's Inn;-0.114578;51.5171;1921-1941;1
482;Lingnan University (Guangzhou);113.299;23.1006;1921-1941;1
483;Linköping University;15.5769;58.3992;1961-1971;1
484;Lithuanian University of Educational Sciences;25.2613;54.6968;1961-1971;1
485;London Business School;-0.160833;51.5264;1951-1961;1
486;London School of Dramatic Art;-0.176;51.4934;1921-1941;1
487;London School of Economics;-0.116667;51.5139;1861-1901;5
488;London School of Economics;-0.116667;51.5139;1901-1921;18
489;London School of Economics;-0.116667;51.5139;1921-1941;22
490;London School of Economics;-0.116667;51.5139;1941-1951;20
491;London School of Economics;-0.116667;51.5139;1951-1961;23
492;London School of Economics;-0.116667;51.5139;1961-1971;22
493;London School of Economics;-0.116667;51.5139;1971-2001;6
494;Los Angeles City College;-118.293;34.087;1901-1921;1
495;Loughborough University;-1.22861;52.7683;1961-1971;1
496;Louisiana State University;-91.1783;30.4145;1921-1941;1
497;Loyola College, Chennai;80.234;13.062;1941-1951;1
498;Loyola Marymount University;-118.418;33.97;1961-1971;1
499;Lucknow;80.95;26.85;1921-1941;1
500;Ludwig Maximilian University of Munich;11.5803;48.1508;1861-1901;1
501;Ludwig Maximilian University of Munich;11.5803;48.1508;1901-1921;2
502;Ludwig Maximilian University of Munich;11.5803;48.1508;1921-1941;2
503;Ludwig Maximilian University of Munich;11.5803;48.1508;1961-1971;3
504;Ludwig Maximilian University of Munich;11.5803;48.1508;1971-2001;1
505;Lumière University Lyon 2;4.83722;45.7508;1951-1961;1
506;Lund University;13.1933;55.7058;1861-1901;2
507;Lund University;13.1933;55.7058;1921-1941;2
508;Lund University;13.1933;55.7058;1941-1951;2
509;Lund University;13.1933;55.7058;1961-1971;1
510;Lusíada University;-9.192;38.6981;1961-1971;1
511;MIT Sloan School of Management;-71.0838;42.3607;1901-1921;1
512;MIT Sloan School of Management;-71.0838;42.3607;1941-1951;1
513;MIT Sloan School of Management;-71.0838;42.3607;1961-1971;1
514;Madison Business College;-89.5178;42.9953;1921-1941;1
515;Madrid;-3.71667;40.4167;1901-1921;1
516;Magdalen College, Oxford;-1.24708;51.7524;1921-1941;1
517;Magdalene College, Cambridge;0.1165;52.2105;1901-1921;1
518;Magdalene College, Cambridge;0.1165;52.2105;1921-1941;1
519;Maharaja Sayajirao University of Baroda;73.186;22.3099;1941-1951;1
520;Makerere University;32.5675;0.335;1921-1941;1
521;Makerere University;32.5675;0.335;1941-1951;2
522;Makerere University;32.5675;0.335;1951-1961;4
523;Makerere University;32.5675;0.335;1961-1971;5
524;Makerere University;32.5675;0.335;1971-2001;2
525;Maliyadeva College;80.3595;7.48736;1921-1941;1
526;Malvern College;-2.3261;52.1042;1901-1921;1
527;Marmara University;29.0536;40.9861;1961-1971;1
528;Martin Luther University of Halle-Wittenberg;11.9689;51.4864;1771-1861;2
529;Martin Luther University of Halle-Wittenberg;11.9689;51.4864;1861-1901;1
530;Masaryk University;16.605;49.1986;1961-1971;1
531;Massachusetts Institute of Technology;-71.092;42.36;1861-1901;2
532;Massachusetts Institute of Technology;-71.092;42.36;1901-1921;3
533;Massachusetts Institute of Technology;-71.092;42.36;1921-1941;20
534;Massachusetts Institute of Technology;-71.092;42.36;1941-1951;27
535;Massachusetts Institute of Technology;-71.092;42.36;1951-1961;21
536;Massachusetts Institute of Technology;-71.092;42.36;1961-1971;17
537;Massachusetts Institute of Technology;-71.092;42.36;1971-2001;5
538;Massachusetts Institute of Technology School of Engineering;-71.0936;42.3616;1941-1951;1
539;Massey University;175.617;-40.3848;1951-1961;1
540;Matej Bel University;19.1455;48.7331;1971-2001;1
541;McGill University;-59.5833;13.1667;1901-1921;1
542;McGill University;-59.5833;13.1667;1921-1941;3
543;McGill University;-59.5833;13.1667;1941-1951;4
544;McGill University;-59.5833;13.1667;1951-1961;1
545;McGill University;-59.5833;13.1667;1961-1971;1
546;McMaster University;-79.9189;43.2633;1941-1951;3
547;McMaster University;-79.9189;43.2633;1951-1961;3
548;Memorial University of Newfoundland;-52.7327;47.572;1951-1961;1
549;Merton College, Oxford;-1.252;51.751;1861-1901;1
550;Merton College, Oxford;-1.252;51.751;1941-1951;1
551;Merton College, Oxford;-1.252;51.751;1951-1961;1
552;Mfantsipim School;-1.251;5.119;1951-1961;1
553;Miami University;-84.7347;39.5119;1941-1951;1
554;Miami University;-84.7347;39.5119;1961-1971;1
555;Michigan State University;-84.48;42.725;1921-1941;1
556;Michigan State University;-84.48;42.725;1941-1951;4
557;Michigan State University;-84.48;42.725;1951-1961;2
558;Middle Temple;-0.112;51.5125;1861-1901;1
559;Middle Tennessee State University;-86.365;35.849;1901-1921;1
560;Mines ParisTech;2.33919;48.845;1771-1861;1
561;Mines ParisTech;2.33919;48.845;1941-1951;1
562;Minzu University of China;116.317;39.9483;1961-1971;1
563;Mississippi State University;-88.789;33.454;1941-1951;1
564;Moldova State University;28.8235;47.0185;1951-1961;2
565;Moldova State University;28.8235;47.0185;1961-1971;2
566;Moldova State University;28.8235;47.0185;1971-2001;1
567;Monash University;145.138;-37.9083;1941-1951;2
568;Monash University;145.138;-37.9083;1951-1961;1
569;Monash University;145.138;-37.9083;1971-2001;1
570;Monmouth College;-90.6372;40.9144;1861-1901;1
571;Morgan State University;-76.585;39.344;1901-1921;1
572;Moscow Institute of Physics and Technology;37.5214;55.9294;1921-1941;1
573;Moscow State Institute of International Relations;37.4869;55.6722;1961-1971;1
574;Moscow State University;37.5286;55.7039;1921-1941;3
575;Moscow State University;37.5286;55.7039;1951-1961;3
576;Moscow State University;37.5286;55.7039;1961-1971;6
577;Moscow State University;37.5286;55.7039;1971-2001;2
578;Moscow State University of Instrument Engineering and Computer Science;37.7014;55.7939;1971-2001;1
579;Mount Holyoke College;-72.5745;42.2556;1901-1921;1
580;Mumbai;72.8258;18.975;1921-1941;1
581;Murari Chand College;91.9008;24.9045;1921-1941;1
582;Namilyango College;32.7172;0.338611;1921-1941;1
583;National Autonomous University of Mexico;-99.1872;19.3289;1901-1921;4
584;National Autonomous University of Mexico;-99.1872;19.3289;1921-1941;2
585;National Autonomous University of Mexico;-99.1872;19.3289;1941-1951;1
586;National Autonomous University of Mexico;-99.1872;19.3289;1951-1961;1
587;National Cheng Kung University;120.217;23.0;1941-1951;1
588;National Chengchi University;121.575;24.987;1951-1961;1
589;National Institute of Development Administration;100.653;13.7696;1951-1961;1
590;National Polytechnic University of Armenia;44.5231;40.1911;1961-1971;1
591;National Taiwan University;121.536;25.016;1921-1941;1
592;National Technical University of Athens;23.7316;37.9879;1941-1951;1
593;National University of Colombia;-74.0828;4.63556;1941-1951;1
594;National University of Córdoba;-64.1878;-31.4375;1941-1951;3
595;National University of La Plata;-57.9514;-34.913;1951-1961;1
596;National University of La Plata;-57.9514;-34.913;1961-1971;1
597;National University of San Marcos;-77.0833;-12.0583;1921-1941;2
598;National University of San Marcos;-77.0833;-12.0583;1941-1951;1
599;National University of San Marcos;-77.0833;-12.0583;1951-1961;1
600;National University of Singapore;103.777;1.29556;1961-1971;1
601;National and Kapodistrian University of Athens;23.7787;37.9682;1901-1921;2
602;National and Kapodistrian University of Athens;23.7787;37.9682;1941-1951;1
603;National and Kapodistrian University of Athens;23.7787;37.9682;1951-1961;3
604;National and Kapodistrian University of Athens;23.7787;37.9682;1961-1971;1
605;Netherlands;4.88333;52.3667;1941-1951;1
606;New College, Oxford;-1.25129;51.7543;1861-1901;1
607;New College, Oxford;-1.25129;51.7543;1901-1921;1
608;New College, Oxford;-1.25129;51.7543;1941-1951;1
609;New College, Oxford;-1.25129;51.7543;1971-2001;1
610;New College, Toronto;-79.4004;43.6619;1941-1951;1
611;New Economic School;37.394;55.698;1971-2001;1
612;New York University;-73.995;40.73;1901-1921;3
613;New York University;-73.995;40.73;1921-1941;6
614;New York University;-73.995;40.73;1941-1951;1
615;New York University;-73.995;40.73;1951-1961;3
616;New York University;-73.995;40.73;1961-1971;4
617;New York University;-73.995;40.73;1971-2001;3
618;New Zealand;174.783;-41.3;1941-1951;1
619;Newcastle University;-1.615;54.978;1941-1951;1
620;Newcastle University;-1.615;54.978;1951-1961;1
621;Newnham College, Cambridge;0.1077;52.1995;1771-1861;1
622;Nicholls State University;-90.8027;29.7903;1951-1961;1
623;Nkumba University;32.5075;0.095;1941-1951;1
624;North Carolina A&T State University;-79.7736;36.0754;1941-1951;1
625;North Carolina State University;-78.6706;35.7872;1921-1941;1
626;North Carolina Wesleyan College;-77.7762;36.0175;1961-1971;1
627;North Dakota State University;-96.8;46.8917;1921-1941;1
628;North Dakota State University;-96.8;46.8917;1941-1951;1
629;North Shore Country Day School;-87.7292;42.0986;1941-1951;1
630;Northern Michigan University;-87.4053;46.559;1961-1971;1
631;Northwestern University;-87.6739;42.0548;1901-1921;2
632;Northwestern University;-87.6739;42.0548;1921-1941;4
633;Northwestern University;-87.6739;42.0548;1941-1951;4
634;Northwestern University;-87.6739;42.0548;1951-1961;4
635;Northwestern University;-87.6739;42.0548;1961-1971;2
636;Norwegian School of Economics;5.30206;60.423;1941-1951;2
637;Norwegian School of Economics;5.30206;60.423;1951-1961;1
638;Norwegian School of Economics;5.30206;60.423;1961-1971;2
639;Nottingham Trent University;-1.152;52.9564;1961-1971;1
640;Novosibirsk State University;83.094;54.846;1941-1951;1
641;Novosibirsk State University;83.094;54.846;1951-1961;1
642;Nuffield College, Oxford;-1.26292;51.7528;1921-1941;4
643;Nuffield College, Oxford;-1.26292;51.7528;1941-1951;2
644;Nuffield College, Oxford;-1.26292;51.7528;1951-1961;5
645;Nuffield College, Oxford;-1.26292;51.7528;1971-2001;1
646;Nyenrode Business University;5.006;52.161;1961-1971;1
647;Oberlin College;-82.2186;41.2929;1951-1961;3
648;Occidental College;-118.211;34.1272;1861-1901;1
649;Occidental College;-118.211;34.1272;1951-1961;1
650;Odessa University;30.7312;46.4875;1861-1901;1
651;Ohio State University;-83.0285;40.0053;1941-1951;1
652;Ohio State University;-83.0285;40.0053;1951-1961;1
653;Ohio Wesleyan University;-83.0667;40.2967;1861-1901;1
654;Omsk State University;73.3578;54.9925;1961-1971;1
655;Oregon State University;-123.279;44.564;1921-1941;1
656;Oriel College, Oxford;-1.2536;51.7517;1901-1921;2
657;Osaka University;135.527;34.8192;1951-1961;1
658;Osmania University;78.529;17.411;1941-1951;1
659;Ottawa University;-95.2655;38.6026;1961-1971;1
660;Padjadjaran University;107.617;-6.89333;1941-1951;1
661;Palaiseau;2.2457;48.7145;1941-1951;1
662;Panjab University;76.7682;30.758;1921-1941;1
663;Paris Diderot University;2.38083;48.8297;1941-1951;1
664;Paris Institute of Statistics;2.3565;48.8284;1901-1921;1
665;Paris School of Economics;2.33122;48.8224;1971-2001;3
666;Paris-Sorbonne University;2.34278;48.8486;1941-1951;1
667;Peking University;116.305;39.9897;1921-1941;1
668;Peking University;116.305;39.9897;1951-1961;1
669;Pembroke College, Cambridge;0.12;52.202;1861-1901;1
670;Pembroke College, Cambridge;0.12;52.202;1941-1951;1
671;Pennsylvania State University;-77.8628;40.7961;1971-2001;1
672;Pepperdine University;-118.708;34.0387;1961-1971;1
673;Perm State University;56.1867;58.0075;1971-2001;1
674;Peterhouse, Cambridge;0.1184;52.2009;1771-1861;1
675;Peterhouse, Cambridge;0.1184;52.2009;1941-1951;1
676;Phi Beta Kappa;-77.0421;38.9115;1941-1951;1
677;Pierre Mendès-France University;5.77111;45.1897;1961-1971;1
678;Plekhanov Russian University of Economics;37.6281;55.7278;1961-1971;3
679;Politehnica University of Bucharest;26.0514;44.4383;1901-1921;1
680;Polytechnic School of the University of São Paulo;-46.7297;-23.555;1941-1951;2
681;Polytechnic University of Turin;7.66108;45.0631;1771-1861;1
682;Pontifical Catholic University of Argentina;-58.3656;-34.6145;1941-1951;2
683;Pontifical Catholic University of Argentina;-58.3656;-34.6145;1951-1961;1
684;Pontifical Catholic University of Argentina;-58.3656;-34.6145;1961-1971;1
685;Pontifical Catholic University of Chile;-70.6408;-33.4411;1921-1941;2
686;Pontifical Catholic University of Chile;-70.6408;-33.4411;1941-1951;2
687;Pontifical Catholic University of Chile;-70.6408;-33.4411;1951-1961;3
688;Pontifical Catholic University of Chile;-70.6408;-33.4411;1961-1971;1
689;Pontifical Catholic University of Peru;-77.0794;-12.0694;1961-1971;1
690;Pontifical Catholic University of Rio de Janeiro;-43.2324;-22.9793;1941-1951;1
691;Pontifical Catholic University of Rio de Janeiro;-43.2324;-22.9793;1951-1961;3
692;Pontifical Catholic University of Rio de Janeiro;-43.2324;-22.9793;1971-2001;1
693;Pontifical Xavierian University;-74.0648;4.62894;1901-1921;1
694;Pontifical Xavierian University;-74.0648;4.62894;1941-1951;4
695;Pontifical Xavierian University;-74.0648;4.62894;1951-1961;3
696;Pontifical Xavierian University;-74.0648;4.62894;1961-1971;1
697;Pontifical Xavierian University;-74.0648;4.62894;1971-2001;1
698;Presidency University, Kolkata;88.3622;22.5764;1951-1961;1
699;Princeton University;-74.6561;40.3453;1771-1861;1
700;Princeton University;-74.6561;40.3453;1861-1901;2
701;Princeton University;-74.6561;40.3453;1901-1921;3
702;Princeton University;-74.6561;40.3453;1921-1941;19
703;Princeton University;-74.6561;40.3453;1941-1951;19
704;Princeton University;-74.6561;40.3453;1951-1961;20
705;Princeton University;-74.6561;40.3453;1961-1971;10
706;Princeton University;-74.6561;40.3453;1971-2001;1
707;Princeton University Department of Economics;-74.6547;40.3484;1861-1901;1
708;Providence College;-71.435;41.8439;1951-1961;1
709;Purdue University;-86.929;40.424;1921-1941;2
710;Purdue University;-86.929;40.424;1951-1961;3
711;Purdue University;-86.929;40.424;1971-2001;1
712;Qatar University;51.4889;25.375;1961-1971;1
713;Queen Mary University of London;-0.04;51.523;1941-1951;1
714;Queen's College, Hong Kong;114.192;22.2809;1921-1941;1
715;Queen's University Belfast;-5.93472;54.5842;1921-1941;1
716;Queen's University Belfast;-5.93472;54.5842;1961-1971;1
717;Queen's University at Kingston;-76.495;44.225;1861-1901;1
718;Queen's University at Kingston;-76.495;44.225;1941-1951;4
719;Queen's University at Kingston;-76.495;44.225;1951-1961;1
720;Queen's University at Kingston;-76.495;44.225;1961-1971;2
721;Queens College, City University of New York;-73.817;40.737;1921-1941;1
722;Queens College, City University of New York;-73.817;40.737;1941-1951;1
723;Queens' College, Cambridge;0.1147;52.2019;1921-1941;1
724;Queens' College, Cambridge;0.1147;52.2019;1941-1951;2
725;Queens' College, Cambridge;0.1147;52.2019;1961-1971;1
726;Ramakrishna Mission Vivekananda College;80.2643;13.0416;1941-1951;1
727;Reed College;-122.63;45.48;1921-1941;3
728;Reed College;-122.63;45.48;1941-1951;1
729;Renmin University of China;116.318;39.9703;1941-1951;2
730;Rensselaer Polytechnic Institute;-73.6775;42.73;1861-1901;1
731;Rensselaer Polytechnic Institute;-73.6775;42.73;1941-1951;1
732;Rensselaer Polytechnic Institute;-73.6775;42.73;1951-1961;1
733;Republic of China Military Academy;120.366;22.6192;1951-1961;1
734;Rice University;-95.4028;29.7169;1901-1921;1
735;Rice University;-95.4028;29.7169;1921-1941;1
736;Rice University;-95.4028;29.7169;1941-1951;1
737;Riga Technical University;24.1047;56.9472;1861-1901;1
738;Robert College;29.035;41.0672;1951-1961;1
739;Rochester University;-83.1453;42.6672;1951-1961;1
740;Roosevelt University;-87.6247;41.8761;1921-1941;1
741;Royal College, Colombo;79.8611;6.90444;1921-1941;2
742;Royal Military College of Canada;-76.4686;44.2289;1941-1951;1
743;Royal Military College, Duntroon;149.165;-35.2997;1961-1971;1
744;Ruhr University Bochum;7.26167;51.4439;1941-1951;1
745;Ruhr University Bochum;7.26167;51.4439;1961-1971;1
746;Ruhr University Bochum;7.26167;51.4439;1971-2001;1
747;Russian Presidential Academy of National Economy and Public Administration;37.4794;55.6672;1971-2001;1
748;Rutgers University;-74.4481;40.5017;1901-1921;1
749;Rutgers University;-74.4481;40.5017;1921-1941;1
750;Rutgers University;-74.4481;40.5017;1941-1951;2
751;Rutgers University;-74.4481;40.5017;1961-1971;1
752;SGH Warsaw School of Economics;21.0089;52.2089;1951-1961;2
753;Saarland University;7.04167;49.2556;1921-1941;2
754;Saarland University;7.04167;49.2556;1941-1951;1
755;Saint Gabriel's College;100.506;13.7758;1941-1951;1
756;Saint Louis University;-90.2339;38.6365;1941-1951;1
757;Saint Petersburg State University;30.299;59.942;1861-1901;3
758;Saint Petersburg State University;30.299;59.942;1901-1921;2
759;Saint Petersburg State University;30.299;59.942;1921-1941;1
760;Saint Petersburg State University;30.299;59.942;1961-1971;1
761;Saint Petersburg State University of Economics;30.3264;59.9313;1961-1971;1
762;San Diego State University;-117.072;32.7753;1961-1971;1
763;Sant'Anna School of Advanced Studies;10.4029;43.7203;1961-1971;1
764;Santa Clara University;-121.938;37.3492;1921-1941;1
765;Sapienza University of Rome;12.5158;41.9033;1861-1901;1
766;Sapienza University of Rome;12.5158;41.9033;1901-1921;1
767;Sapienza University of Rome;12.5158;41.9033;1921-1941;4
768;Sapienza University of Rome;12.5158;41.9033;1941-1951;3
769;Sapienza University of Rome;12.5158;41.9033;1951-1961;3
770;Sapienza University of Rome;12.5158;41.9033;1961-1971;1
771;Sarah Lawrence College;-73.845;40.935;1921-1941;1
772;School for Advanced Studies in the Social Sciences;2.32676;48.8502;1971-2001;2
773;Sciences Po;2.32847;48.8542;1941-1951;3
774;Sciences Po;2.32847;48.8542;1951-1961;1
775;Sciences Po;2.32847;48.8542;1971-2001;1
776;Scotch College, Melbourne;145.029;-37.8342;1941-1951;1
777;Seoul National University;126.952;37.46;1921-1941;2
778;Seoul National University;126.952;37.46;1941-1951;2
779;Seoul National University;126.952;37.46;1951-1961;2
780;Seoul National University;126.952;37.46;1961-1971;1
781;Shanghai Jiao Tong University;121.43;31.2008;1921-1941;1
782;Shanghai Jiao Tong University;121.43;31.2008;1951-1961;1
783;Sharif University of Technology;51.3514;35.7018;1951-1961;1
784;Sialkot;74.5311;32.4925;1921-1941;1
785;Sidi Mohamed Ben Abdellah University;-4.98056;34.0333;1961-1971;1
786;Silliman University;123.307;9.31278;1921-1941;2
787;Simon Fraser University;-122.916;49.2789;1961-1971;1
788;Slippery Rock University of Pennsylvania;-80.043;41.062;1951-1961;1
789;Sofia University;23.335;42.6936;1861-1901;1
790;Sofia University;23.335;42.6936;1941-1951;1
791;Sokoine University of Agriculture;37.6572;-6.85139;1941-1951;1
792;Somerville College, Oxford;-1.26227;51.759;1921-1941;1
